itemLabel,altLabel_list
aspartame,Canderel|Aspartame|NutraSweet|(3S)-3-amino-3-{[(2S)-1-methoxy-1-oxo-3-phenylpropan-2-yl]carbamoyl}propanoic acid|1-Methyl N-L-alpha-aspartyl-L-phenylalanate|1-Methyl N-L-alpha-aspartyl-L-phenylalanine|1-methyl N-L-α-aspartyl-L-phenylalanate|3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester|3-Amino-N-(alpha-methoxycarbonylphenethyl) succinamic acid|3-Amino-N-(α-carboxyphenethyl)succinamic acid N-methyl ester|3-Amino-N-(α-methoxycarbonylphenethyl) succinamic acid|Asp-phe-ome|Aspartam|Aspartamo|Aspartamum|Aspartylphenylalanine methyl ester|Dipeptide sweetener|E 951|L-Aspartyl-L-3-phenylalanine methyl ester|L-Aspartyl-L-phenylalanine methyl ester|L-Aspartyl-L-phenylalanyl methyl ester|Methyl aspartylphenylalanate|Pal Sweet|Palsweet Diet|Sweet dipeptide
carbamazepin,"CBZ|Carbamazepine|5-Carbamoyl-5H-dibenz(b,f)azepine|5-carbamoyl-5H-dibenz[b,f]azepine|5-Carbamoyl-5H-dibenz[b,F]azepine|5-Carbamoyl-5H-dibenzo(b,f)azepine|5-Carbamoyl-5H-dibenzo(b,F)azepine|5-Carbamyl-5H-dibenzo(b,f)azepine|5-Carbamyl-5H-dibenzo(b,F)azepine|5H-Dibenz(b,f)azepine-5-carboxamide|5H-Dibenz(b,F)azepine-5-carboxamide|calepsin|Carbamazepen|Carbamazepin|Carbamazepina|Carbamazépine|Carbamazepinum|Tegretol®|TEG111"
rabeprazole,Clofezone|E-3810|AcipHex®|Pariet®|Rabeprazole
arsenic trioxide,Arsenolite|Arsenic trioxide|Arsenous oxide anhydride|Diarsenic trioxide|Arsenic oxide|Acide Arsenieux|Anhydride Arsenieux|Arseni Trioxydum|Arsenic Blanc|Arsenic Oxidearsenous Trioxide|Arsenic(III) oxide|Arsenigen Saure|Arsenious Acid|Arsenious Acid Anhydride|Arsenious Trioxide|Arsenous oxide|Arsentrioxide|As₂O₃|Diarsenic oxide|White arsenic
ambrisentan,"(2S)-2-[(4,6-dimethylpyrimidin-2-yl)oxy]-3-methoxy- 3,3-diphenylpropanoic acid|Ambrisentan|Letairis®"
heptabarbital,"5-cyclohept-1-en-1-yl-5-ethylpyrimidine-2,4,6(1H,3H,5H)-trione|Eudan|Heptabarb|Heptabarbital|heptabarbitone|Heptabarbitone|Heptabarbum|Heptadorm|Heptamal|Heptamalum|Heptbarbital|Medapan|Medomin|Medomine|Noctyn"
phenylacetic acid,"PA|Benzylformate|2-Phenylacetate|2-phenylacetic acid|2-Phenylethanoate|2-Phenylethanoic acid|a-Toluate|a-Toluic acid|alpha-Toluate|alpha-toluic acid|Benzenacetic acid|Benzeneacetate|benzeneacetic acid|Omega-Phenylacetate|Omega-Phenylacetic acid|PAA , Phenylacetic acid|Phenylacetic acid|Phenylethanoate|Phenylethanoic acid|w-Phenylacetate|w-Phenylacetic acid|α-toluic acid|ω-phenylacetic acid"
fluorescein,"Fluorescein|2-(3-hydroxy-6-oxo-6H-xanthen-9-yl)benzoic acid|2-(6-Hydroxy-3-oxo-3H-xanthen-9-yl)-benzoic acid|3,6-fluorandiol|3',6'-dihydroxyfluoran|9-(o-carboxyphenyl)-6-hydroxy-3-isoxanthenone|9-(o-carboxyphenyl)-6-hydroxy-3H-xanthen-3-one|C.I. 45350|C.I. Solvent Yellow 94|D and C Yellow No. 7|D&C Yellow No. 7|Fluoresceine|Fluoreszein|Japan Yellow 201|Resorcinolphthalein|Solvent Yellow 94|Yellow fluorescein"
physostigmine,Antilirium|Antilirium®|eserine|Eserine|Physostigmine|Physostol|physostigmine salicylate
butabarbital,"5-ethyl-5-(1-methylpropyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|5-Ethyl-5-(1-methylpropyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|5-ethyl-5-(1-methylpropyl)barbituric acid|5-Ethyl-5-(1-methylpropyl)barbituric acid|5-sec-butyl-5-ethyl-2,4,6(1H,3H,5H)-pyrimidinetrione|5-Sec-butyl-5-ethyl-2,4,6(1H,3H,5H)-pyrimidinetrione|5-sec-butyl-5-ethylbarbituric acid|5-Sec-butyl-5-ethylbarbituric acid|5-sec-butyl-5-ethylpyrimidine-2,4,6(1H,3H,5H)-trione|5-Sec-butyl-5-ethylpyrimidine-2,4,6(1H,3H,5H)-trione|Butabarbital|Butisol|Butisol®|secbutabarbital|Secbutabarbital"
meptazinol,Meptid
Ofatumumab,OMB157
fluoxymesterone,"11beta,17beta-Dihydroxy-9alpha-fluoro-17alpha-methyl-4-androster-3-one|17alpha-Methyl-9alpha-fluoro-11beta-hydroxytesterone|17α-Methyl-9α-fluoro-11β-hydroxytesterone|9-Fluoro-11beta,17beta-dihydroxy-17-methylandrost-4-en-3-one|9alpha-Fluoro-11beta-hydroxy-17-methyltestosterone|Fluoximesterona|Fluoxymesterone|Fluoxymesteronum|Halotestin®|Testosterone, 9-fluoro-11beta-hydroxy-17-methyl-"
iohexol,"Exypaque|Iohexol|Iohexolum|N,N'-Bis(2,3-dihydroxypropyl)-5-(N-(2,3-dihydroxypropyl)acetamido)-2,4,6-triiodoisophthalamide|Omnipaque|Omnipaque 140|Omnipaque 180|Omnipaque 210|Omnipaque 240|Omnipaque 300|Omnipaque 350|Omnipaque 70|WIN-39424"
L-Serin,S|Ser|Serina|(S)-2-Amino-3-hydroxypropanoate|(-)-Serine|(2S)-2-amino-3-hydroxy-propanoic acid|(2S)-2-amino-3-hydroxypropanoic acid|(S)-(-)-serine|(S)-(−)-serine|(S)-2-amino-3-hydroxy-Propanoate|(S)-2-amino-3-hydroxy-Propanoic acid|(S)-2-amino-3-hydroxypropanoic acid|(S)-2-Amino-3-hydroxypropanoic acid|(S)-a-Amino-b-hydroxypropionate|(S)-a-Amino-b-hydroxypropionic acid|(S)-alpha-Amino-beta-hydroxypropionate|(S)-alpha-Amino-beta-hydroxypropionic acid|(S)-b-Amino-3-hydroxypropionate|(S)-b-Amino-3-hydroxypropionic acid|(S)-beta-Amino-3-hydroxypropionate|(S)-beta-Amino-3-hydroxypropionic acid|(S)-serine|(S)-Serine|2-Amino-3-hydroxypropanoate|2-Amino-3-hydroxypropanoic acid|3-Hydroxy-L-Alanine|alpha-Amino-beta-hydroxypropionic acid|b-Hydroxy-L-alanine|beta-Hydroxy-L-alanine|beta-Hydroxyalanine|L-(-)-serine|L-(−)-serine|L-2-Amino-3-hydroxypropionic acid|L-3-Hydroxy-2-aminopropionate|L-3-Hydroxy-2-aminopropionic acid|L-3-Hydroxy-alanine|L-Ser|L-Serin|Serine|SERINE|Serinum
metformin,"XLA399|N1,N1-Dimethylbiguanide|Metformin|1-carbamimidamido-N,N-dimethylmethanimidamide|1,1-Dimethyl biguanide|1,1-Dimethylbiguanide|Diabefagos|Diabex|Diaformin|Dianben|Dimethylbiguanid|Dimethylbiguanide|DMBG|Fortamet|Glucophage|Glucophage®|Glumetza|LA-6023|Meguan|Metformina|Metformine|Metforminum|Metiguanide|N,N-Dimethylbiguanide|Obimet|Riomet"
nimesulide,Nimesulide|R-805
lysergic acid diethylamide,"LSD|LSD 25|Lysergic Acid Diethylamide|(+)-LSD|(+)-lysergic cid diethylamide|9,10-Didehydro-N,N-diethyl-6-methylergoline-8b-carboxamide|D-LSD|D-LSD-25|D-lysergic acid dethylamide|D-lysergic acid diethylamide|D-lysergic acid n,n-diethylamide|Dextrolysergic acid diethylamide|Diethylamid kyseliny lysergove|LSD-25|Lysergamid|Lysergamide|Lysergaure diethylamid|Lysergic acid amide|Lysergic acid diethylamide-25|lysergic sourstuff diethylamide|lysergide|Lysergide|Lysergidum|n,n-diethyl-(+)-lysergamide|N,N-diethyl-(+)-lysergamide|N,N-Diethyl-6-methyl-9,10-didehydroergoline-8-carboxamide|N,n-diethyl-d-lysergamide|N,N-diethyl-D-lysergamide|N,n-diethyllysergamide|N,N-diethyllysergamide"
calcium carbonate,CaCO3|E 170
progesterone,"MPA|Progestin|CIDR|Curretab|Delalutin|Estima|Luteum|(1S,2R,10S,11S,14S,15S)-14-acetyl-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one|(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one|(8S,9S,10R,13S,14S,17S)-17-ethanoyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one|(S)-4-Pregnene-3,20-dione|(S)-Pregn-4-en-3,20-dione|(S)-Progesterone|17a-Progesterone|17alpha-progesterone|17alpha-Progesterone|17α-progesterone|3,20-Pregnene-4|4-Pregnen-3,20-dione|4-Pregnene-3,20-dione|Agolutin|Akrolutin|beta-Progesterone|Bio-luton|Colprosterone|Corlutin|Corlutina|Corluvite|Corporin|corpus luteum hormone|Corpus Luteum Hormone|Crinone|Crinone progesterone gel|Cyclogest|Cyclogesterin|D4-Pregnene-3,20-dione|delta(4)-Pregnene-3,20-dione|Delta(4)-pregnene-3,20-dione|delta(Sup 4)-Pregnene-3,20-dione|Duraprogen|Flavolutan|Fologenon|Gelbkörperhormon|Gesterol|Gesterol 100|Gesterol 50|Gestiron|Gestone|Gestormone|Gestron|Glanducorpin|Gynlutin|Gynoluton|Gynolutone|Hormoflaveine|Hormoluton|Lingusorbs|Lipo-Lutin|Lucorteum|Lucorteum sol|Lugesteron|Luteal hormone|Luteocrin normale|Luteodyn|Luteogan|luteohormone|Luteohormone|Luteol|Luteopur|Luteosan|Luteostab|Luteovis|Lutex|Lutidon|Lutociclina|Lutocuclin M|Lutocyclin|Lutocyclin m|Lutocylin|Lutocylol|Lutoform|Lutogyl|Lutogynon|Lutren|Lutromone|Membrettes|Methylpregnone|Nalutron|Percutacrine|Percutacrine Luteinique|Piaponon|Pranone|Pregn-4-en-3,20-dione|Pregn-4-ene-3,20-dione|Pregnene-3,20-dione|Pregnenedione|Primolut|Prochieve|Progeffik|Progekan|Progestan|Progestasert|Progesterol|Progesteron|Progesterona|Progesterone|Progestérone|Progesteronum|Progestogel|Progestol|Progeston|Progestone|Progestosol|Progestron|Progestronol|Projestaject|Prolets|Prolidon|Prolutin|Proluton|Prolutone|Prometrium|Prometrium®|Prontogest|Protormone|Syngesterone|Syngestrets|Synovex S|Syntolutan|Utrogest|Utrogestan|Utrogestan®|Vitarrine"
ethoxzolamide,"6-Ethoxy-1,3-benzothiazole-2-sulfonamide|6-ethoxy-2-benzothiazolesulfonamide|6-ethoxybenzothiazole-2-sulfonamide|Cardrase®|Ethamide®|ethoxazolamide|Ethoxazolamide|ethoxyzolamide|Ethoxyzolamide|Ethoxzolamide|ETHOXZOLAMIDE"
mitiglinide,KAD-1229|Mitiglinide|Mitiglinide calcium hydrate
Cisatracurium besylate,"(1R-cis,1'R-cis)-2,2'-{pentane-1,5-diylbis[oxy(3-oxopropane-3,1-diyl)]}bis[1-(3,4-dimethoxybenzyl)-6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinolinium] bisbenzenesulfonate|(1R-cis,1'R-cis)-atracurium besylate|(1R,1'R,2R,2'r)-atracurium besylate|51 W89|Besilate de cisatracurium|Besilato de cisatracurio|Cisatracurii besilas|Cisatracurium besilate|Cisatracurium Besylate|Cisatracurium dibenzenesulfonate|Cisatracurium-Kation|Nimbex"
Phenprocoumon,3-(1-Phenylpropyl)-4-hydroxycoumarin|3-(1'-Phenyl-propyl)-4-oxycoumarin|3-(alpha-Ethylbenzyl)-4-hydroxycoumarin|3-(alpha-Phenylpropyl)-4-hydroxycoumarin|4-Hydroxy-3-(1-phenylpropyl)-2H-1-benzopyran-2-one|4-Hydroxy-3-(1-phenylpropyl)-2H-chromen-2-one|Fenprocumon|Fenprocumone|Liquamar|Phenprocoumarol|Phenprocoumarole|Phenprocoumone|Phenprocoumonum|Phenprocumone
procyclidine,procyclidine hydrochloride|1-cyclohexyl-1-phenyl-3-(1-pyrrolidinyl)-1-propanol|1-cyclohexyl-1-phenyl-3-pyrrolidin-1-yl-propan-1-ol|1-cyclohexyl-1-phenyl-3-pyrrolidin-1-yl-propan-1-ol hydrochloride|1-cyclohexyl-1-phenyl-3-pyrrolidin-1-ylpropan-1-ol|1-Cyclohexyl-1-phenyl-3-pyrrolidino-1-propanol|1-cyclohexyl-1-phenyl-3-pyrrolidino-propan-1-ol|Arpicolin®|Kemadrin®|Prociclidina|Procyclidin|Procyclidine|Procyclidinum|Tricyclamol
norepinephrine,"(-)-(R)-Norepinephrine|(-)-alpha-(Aminomethyl)protocatechuyl alcohol|(-)-arterenol|(-)-Arterenol|(-)-noradrenaline|(-)-Noradrenaline|(-)-norepinephrine|(-)-Norepinephrine|(R)-(-)-norepinephrine|(R)-(-)-Norepinephrine|(R)-4-(2-amino-1-hydroxyethyl)-1,2-benzenediol|(R)-4-(2-amino-1-Hydroxyethyl)-1,2-benzenediol|(R)-Noradrenaline|(R)-norepinephrine|(R)-Norepinephrine|4-(2-Amino-1-hydroxyethyl)-1,2-benzenediol|4-[(1R)-2-amino-1-hydroxy-ethyl]benzene-1,2-diol|4-[(1R)-2-amino-1-hydroxy-ethyl]pyrocatechol|4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol|4-[(1R)-2-amino-1-hydroxyethyl]benzene-1,2-diol|Adrenor|Aktamin|Arterenol|L-2-Amino-1-(3,4-dihydroxyphenyl)ethanol|L-3,4-Dihydroxyphenylethanolamine|L-alpha-(Aminomethyl)-3,4-dihydroxybenzyl alcohol|L-Arterenol|L-noradrenaline|L-Norepinephrine|Levarterenol|Levarterenol®|Levoarterenol|Levonor|Levonoradrenaline|Levonorepinephrine|Nor-adrenaline|Nor-Epirenan|Noradrenalin|noradrenaline|Noradrenaline|Norartrinal|Norepinefrina|Norepinephrine|Norepinephrinum|Norepirenamine|Sympathin E|Levophed"
guanidine,Gu|(4-Aminobutyl) guanidine|Aminoformamidine|Aminomethanamidine|Carbamamidine|Carbamidine|Guanidin|Guanidine|GUANIDINE|H2N-C(=NH)-NH2|Imidourea|Iminourea
fosfomycin,"FOSFOMYCIN|FCM|(-)-(1R,2S)-(1,2-Epoxypropyl)phosphonic acid|(1R,2S)-Epoxypropylphosphonic acid|(2R-cis)-(3-Methyloxiranyl)phosphonic acid|1R-cis-(1,2-Epoxypropyl)phosphonic acid|cis-(1R,2S)-Epoxypropylphosphonic acid|Fosfocina|Fosfomicina|Fosfomycin|Fosfomycine|Fosfomycinum|L-cis-1,2-Epoxypropylphosphonic acid|Phosphomycin|Phosphonemycin|Phosphonomycin"
verapamil,Ansyr®|CP-165331 /  CP-16533-1|Iproveratril|Securon®|Verapamil|Vérapamil|Verapamilo|Verapamilum
lamotrigine,"Qin|3,5-diamino-6-(2,3-dichlorophenyl)-1,2,4-triazine|3,5-Diamino-6-(2,3-dichlorophenyl)-1,2,4-triazine|Gizord|Lamictal®|Lamotrigina|Lamotrigine|Lamotriginum|Qín"
gabapentin,Gabapentin|1-(Aminomethyl)cyclohexaneacetic acid|2-[1-(aminomethyl)cyclohexyl]acetic acid|Aclonium|CI 945|Gabapentin GR|Gabapentina|Gabapentine|Gabapentino|Gabapentinum|Gabapetin|Go 3450|GOE 2450|GOE 3450|Neurontin|Neurontin®|Novo-Gabapentine
doxorubicin,"Adriamycin|(1S,3S)-3-glycoloyl-3,5,12-trihydroxy-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranoside|(1S,3S)-3-Glycoloyl-3,5,12-trihydroxy-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranoside|(8S-cis)-10-((3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-5,12-naphthacenedione|(8S-cis)-10-((3-amino-2,3,6-Trideoxy-alpha-L-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-5,12-naphthacenedione|14-hydroxydaunomycin|14-hydroxydaunorubicine|Adriamycin®|Doxil®|Doxorubicin|doxorubicin hydrochloride|Doxorubicine|Doxorubicinum|Hydroxydaunorubicin"
Nystatin,Candex|NYS|Nystop|Barstatin 100|Korostatin|Myco 20|Mycostatin|Mykinac|Nilstat|Nysert|Nystex
haloperidol,1-(3-p-fluorobenzoylpropyl)-4-p-chlorophenyl-4-hydroxypiperidine|4-(4-(para-chlorophenyl)-4-hydroxypiperidino)-4'-fluorobutyrophenone|4-[4-(4-chlorophenyl)-4-hydroxy-1-piperidyl]-1-(4-fluorophenyl)-butan-1-one|4'-fluoro-4-(4-(p-chlorophenyl)-4-hydroxypiperidinyl)butyrophenone|4'-fluoro-4-(4-hydroxy-4-(4'-chlorophenyl)piperidino)butyrophenone|gamma-(4-(p-chlorophenyl)-4-hydroxpiperidino)-p-fluorbutyrophenone|Haldol®|Haloperidol|Haloperidolum|MCN-JR-1625|R-1625|Serenace®|γ-(4-(p-chlorophenyl)-4-hydroxpiperidino)-p-fluorbutyrophenone
amifostine,WR-1065|Amifostina|Amifostine|amifostine anhydrous|Amifostine anhydrous|Amifostine Ethiofos|Amifostinum|Aminopropylaminoethyl thiophosphate|Aminopropylaminoethyl Thiophosphate|Apaetp|Ethiofos|Ethyol|Gammaphos|SAPEP|WR-2721
cyanocobalamin,Berubigen|Betalin 12|Calomist|Cobavite|Cyanocob(III)alamin|Cyanocobalamin|Nascobal|Redisol|Rubivite|Rubramin|Rubramin Pc|Ruvite|Vi-Twel|Vibalt|Vibisone|Vitamin B 12|Vitamin B12|Vitamin B12 complex
(E)-phytonadione,"2-Methyl-3-(3,7,11,15-tetramethyl-2-hexadecenyl)-1,4-naphthalenedione|2-Methyl-3-[(2E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-yl]naphthalene-1,4-dione|2-Methyl-3-[(2e)-3,7,11,15-tetramethyl-2-hexadecenyl]naphthoquinone|2-methyl-3-[(2E)-3,7,11,15-tetramethylhexadec-2-en-1-yl]-1,4-dihydronaphthalene-1,4-dione|2-Methyl-3-phythyl-1,4-naphthochinon|2-Methyl-3-phytyl-1,4-naphthochinon|2-Methyl-3-phytyl-1,4-naphthoquinone|2-Methyl-3-phytyl-1,4-napthoquinone|2',3'-trans-Vitamin K1|3-Phytylmenadione|a-Phylloquinone|alpha-Phylloquinone|Antihemorrhagic vitamin|Aqua Mephyton|Aqua-Mephytin|Aquamephyton|Combinal K1|Fitomenadiona|Fitomenadione|K-Ject|Kativ N|Kephton|Kinadion|Konakion|Mephyton|Mono-Kay|Monodion|Phyllochinon|Phyllochinonum|Phylloquinone|Phythyl-menadion|Phytomenadione|Phytomenadionum|Phytonadione|Phytonadionum|Phytylmenadione|Synthex P|trans-Phylloquinone|Vitamin k|Vitamin K 1|Vitamin K1|α-phylloquinone"
dactinomycin,"Dactinomycin|Cosmegen|2-amino-N,N'-bis(hexadecahydro-2,5,9-trimethyl-6,13-bis(1-methylethyl)-1,4,7,11,14-pentaoxo-1H-pyrrolo(2,1-I)(1,4,7,10,13)oxatetra-azacyclohexadecin-10-yl)-4,6-dimethyl-3-oxo-3H-phenoxazine-1,9-dicarboxamide|ActD|Actinomycin C1|Actinomycin D|Actinomycin D 或 Dactinomycin|Actinomycin iv|Dactinomicina|Dactinomycine|Dactinomycinum|GNF-Pf-1977|GNF-Pf-2290|Meractinomycin"
azathioprine,6-((1-Methyl-4-nitro-1H-imidazol-5-yl)thio)-1H-purine|6-(1'-Methyl-4'-nitro-5'-imidazolyl)-mercaptopurine|Azasan®|Azathioprine|BW-57-322|Imuran (tn)|Imuran (TN)|Imuran®
modafinil,2-((diphenylmethyl)sulfinyl)acetamide|Modafinil|Modafinilo|Modafinilum|Moderateafinil|Provigil®
lercanidipine,Lercanidipine|Lercanil
megestrol,Chronopil|Magestin|Megace®|megestryl acetate
neostigmine,"(m-Hydroxyphenyl)trimethylammonium dimethylcarbamate|[3-(dimethylcarbamoyloxy)phenyl]-trimethyl-ammonium|[3-(dimethylcarbamoyloxy)phenyl]-trimethyl-azanium|[3-(dimethylcarbamoyloxy)phenyl]-trimethylazanium|[3-[dimethylamino(oxo)methoxy]phenyl]-trimethylammonium|3-Trimethylammoniumphenyl N,N-dimethylcarbamate|Eustigmin|Eustigmine|m-Trimethylammoniumphenyldimethylcarbamate|Neostigmine|Prostigmin®|Prostigmine|Vagostigmine"
boceprevir,SCH 503034|SCH-503034
flavin adenine dinucleotide,"Flavine adenine dinucleotide|Flavine adenosine diphosphate|Flavine-adenine dinucleotide|Flavitan|Flaziren|Isoalloxazine-adenine dinucleotide|Riboflavin 5'-(trihydrogen diphosphate), 5'-5'-ester with adenosine|Riboflavin 5'-adenosine diphosphate|Riboflavin-adenine dinucleotide|Riboflavine-adenine dinucleotide|FAD|{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}[({[(2R,3S,4S)-5-{7,8-dimethyl-2,4-dioxo-2H,3H,4H,10H-benzo[g]pteridin-10-yl}-2,3,4-trihydroxypentyl]oxy}(hydroxy)phosphoryl)oxy]phosphinic acid|1H-Purin-6-amine flavin dinucleotide|1H-Purin-6-amine flavine dinucleotide|Adenine-flavin dinucleotide|Adenine-flavine dinucleotide|Adenine-riboflavin dinuceotide|Adenine-riboflavin dinucleotide|Adenine-riboflavine dinucleotide|Adenosine 5'-(trihydrogen pyrophosphate), 5'-5'-ester with riboflavine|adenosine 5'-[3-(riboflavin-5'-yl) dihydrogen diphosphate]|Adenosine 5'-[3-(riboflavin-5'-yl) dihydrogen diphosphate]|Flamitajin B|Flanin F|Flavin adenine dinucleotide|Flavin adenine dinucleotide oxidized|Flavin-adenine dinucleotide|FLAVIN-adenine dinucleotide"
tropicamide,Mydriacyl®|Tropicamid|Tropicamida|Tropicamide|Tropicamidum|MYD947
tretinoin,"Retinoate|beta-Retinoate|beta-Retinoic acid|Eudyna|Tretinoin|Tretinoine (french) (einecs)|ATRA|(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)nona-2,4,6,8-tetraenoic acid|(all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoate|(all-e)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid|3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoate|3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid|3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ecl)|Acide retinoique (French)|Acide retinoique (french) (dsl)|AGN 100335|All Trans Retinoic Acid|All Trans-Retinoic Acid|All-(E)-Retinoate|all-(e)-Retinoic acid|all-trans-beta-Retinoic acid|all-trans-Retinoic acid|all-trans-retinoic acid (ATRA)|all-trans-Tretinoin|all-trans-Vitamin a acid|all-trans-Vitamin a1 acid|Avita®|Renova®|RETINOIC acid|Retionic Acid|Ro 1-5488|Stieva-a|trans-Retinoate|trans-Retinoic acid|Tretin m|Tretinoin、ATRA|Tretinoina|Trétinoïne|Tretinoine (French)|Tretinoinum|Vitamin A acid"
salbutamol,albuterol|Albuterol|Salbutamol|SCH-13949W|BTA204
papaverine,Mesotina|Papaverine
phenytoin,"5,5-Diphenyl-imidazolidine-2,4-dione|5,5-diphenylimidazolidine-2,4-dione|5,5-diphenyltetrahydro-1H-2,4-imidazoledione|5,5-Diphenyltetrahydro-1H-2,4-imidazoledione|Dilantin®|Diphenylhydantoin|Epanutin®|Fenitoina|Phentytoin|Phenytex®|Phenytoin|phenytoin sodium|Phenytoine|Phenytoinum"
magnesium hydroxide,"Magnesia, [Milk of]|magnesium dihydroxide|Magnesium dihydroxide|magnesium hydrate|Magnesium hydroxide|Mg(OH)2|milk of magnesia|Milk of magnesia"
"(R,R) tramadol","(+)-Tramadol|(+)-trans-2-(Dimethylaminomethyl)-1-(m-methoxyphenyl)cyclohexanol|(R,R)-tramadol|Tramadol"
chorionic gonadotropin,Atc Code G03 Ga Gonadotropins|CG-beta|Choriogonadotropin alpha|Choriogonadotropin beta chain precursor|Chorionic gonadotrophin beta subunit|hCG|human chorionic gonadotropin|Ovidrel
L-Threonine,"T|(2S,3R)-(-)-Threonine|(2S)-threonine|2-Amino-3-hydroxybutyric acid|L-(-)-Threonine|L-2-Amino-3-hydroxybutyric acid|L-alpha-amino-beta-hydroxybutyric acid|L-Threonin|L-threonine|L-α-amino-β-hydroxybutyric acid|Thr|Threonine"
nalidixic acid,"1,4-dihydro-1-Ethyl-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid|3-Carboxy-1-ethyl-7-methyl-1,8-naphthyridin-4-one|Acide nalidixique|Acido nalidixico|Acidum Nalidixicum|Nalidixic acid|Nalidixic Acid|Nalidixinsäure|Neg Gram|Neggram|Uroneg|WIN-18320|Wintomylon|1-Aethyl-7-methyl-1,8-naphthyridin-4-on-3-karbonsaeure|1-Ethyl-1,4-dihydro-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid|1-Ethyl-7-methyl-1,4-dihydro-1,8-naphthyridin-4-one-3-carboxylic acid|1-Ethyl-7-methyl-4-oxo-1,4-dihydro-[1,8]naphthyridine-3-carboxylic acid"
lindane,"HCH|BHC|Lindane|(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane|(1R,2c,3t,4c,5c,6t)-1,2,3,4,5,6-Hexachlorocyclohexane|(1R,2S,3r,4R,5S,6r)-1,2,3,4,5,6-hexachlorocyclohexane|1,2,3,4,5,6-Hexachlorocyclohexane|ã-Hexachlorocyclohexane|Benzene hexachloride|Gamene|Gamma Benzene HCl|gamma isomer of 1,2,3,4,5,6-Hexachlorocyclohexane|gamma-1,2,3,4,5,6-Hexachlorocyclohexane|gamma-Benzene hexachloride|gamma-BHC|gamma-HCH|gamma-Hexachlorocyclohexane|gamma-Hexachlorzyklohexan|gamma-Lindane|Gammallin|Gammaxene|Gexane|Kwell|Lindan|Quellada|Scabene|γ-hexachlorocyclohexane|γ-Hexachlorzyklohexan|γ-lindane"
Vinblastine,"Vincaleukoblastine|VLB|(2alpha,2'BETA,3beta,4alpha,5beta)-vincaleukoblastine|Vinblastin|Vinblastina|Vinblastinum"
naloxone,"(-)-naloxone|(−)-naloxone|1-N-Allyl-14-hydroxynordihydromorphinone|17-allyl-3,14-dihydroxy-4,5alpha-epoxymorphinan-6-one|17-allyl-3,14-dihydroxy-4,5α-epoxymorphinan-6-one|l-naloxone|Nalossone|Naloxona|Naloxone|Naloxonum|Narcan®"
